word,lema
ébrio,ébria
ébrio,ébrias
ébrio,ébrios
écharpe,écharpes
ecléctico,ecléctica
ecléctico,eclécticas
ecléctico,eclécticos
eclesiástico,eclesiástica
eclesiástico,eclesiásticas
eclesiástico,eclesiásticos
eclesiástico,eclesiásticos
eclipsar,eclipsa
eclipsar,eclipsada
eclipsar,eclipsado
eclipsar,eclipsados
eclipsar,eclipsar-se
eclipsar,eclipsa-se
eclipsar,eclipsou
eclipse,eclipses
eclodir,eclodem
eclodir,eclodia
eclodir,eclodido
eclodir,eclodindo
eclodir,eclodira
eclodir,eclodiram
eclodir,eclodiu
eco,ecos
ecoar,ecoa
ecoar,ecoam
ecoar,ecoando
ecoar,ecoaram
ecoar,ecoasse
ecoar,ecoassem
ecoar,ecoava
ecoar,ecoava-lhe
ecoar,ecoavam
ecoar,ecoem
ecoar,ecoou
ecoar,ecoou-lhe
ecocentro,ecocentros
ecografia,ecografias
ecográfico,ecográfica
ecográfico,ecográficos
ecológico,ecológica
ecológico,ecológicas
ecológico,ecológicos
ecologista,ecologistas
ecologista,ecologistas
econométrico,econométrica
econométrico,econométricas
econométrico,econométricos
economia,economias
economia,macroeconomia
economicamente,econòmicamente
economicista,economicistas
económico,económica
económico,económicas
económico,económicos
económico,antieconómicas
económico,anti-económico
económico,antieconómicos
económico-financeiro,económico financeira
económico-financeiro,económico-financeira
económico-social,económico-sociais
economista,economistas
economizar,economiza
economizar,economizado
economizar,economizam
economizar,economizámos
economizar,economizara
economizar,economizaram
economizar,economizarem
economizar,economizar-se
economizar,economiza-se
economizar,economizávamos
ecoponto,ecopontos
ecossistema,ecossistemas
ecossistema,micro-ecossistema
ecrã,écrã
ecrã,ecrãs
écran,écrans
ecu,ecus
ecuménico,ecuménica
ecuménico,ecuménicas
ecuménico,ecuménicos
eczema,eczemas
edema,edemas
edição,edições
edificação,edificações
edificante,edificantes
edificar,edifica
edificar,edificada
edificar,edificadas
edificar,edificado
edificar,edificados
edificar,edificam
edificar,edificam-se
edificar,edificando
edificar,edificando-o
edificar,edificando-se
edificar,edificará
edificar,edificaram
edificar,edificaram-se
edificar,edificarem-se
edificar,edificar-se
edificar,edificasse
edificar,edificavam
edificar,edificou
edificar,edificou-se
edificar,edifiques
edifício,edifícios
edifício,edificiozinho
edifício,edificiozito
edifício,edifício sede
edifício,edifício-sede
edil,edis
edilidade,edilidades
edital,editais
editar,edita
editar,editada
editar,editadas
editar,editado
editar,editados
editar,editais
editar,editam
editar,editando
editar,editara
editar,editaram
editar,editaram-se
editar,editar-se
editar,editas
editar,editava
editar,editavam
editar,editei
editar,editou
édito,éditos
editor,editora
editor,editoras
editor,editora
editor,editores
editor,super-editores
editora,editoras
editorial,editoriais
editorialista,editorialistas
educação,educações
educacional,educacionais
educado,educada
educado,educadas
educado,educadinhos
educado,educadíssimo
educado,educadíssimos
educado,educados
educado,bem-educada
educado,bem-educadas
educado,bem-educado
educador,educadora
educador,educadoras
educador,educadores
educar,educa
educar,educada
educar,educadas
educar,educado
educar,educados
educar,educá-la
educar,educá-la-ia
educar,educa-las
educar,educá-los
educar,educá-los-ei
educar,educam
educar,educam-nos
educar,educamos
educar,educámos-te
educar,educam-se
educar,educando
educar,educara
educar,educaram
educar,educaram-no
educar,educarem
educar,educariam
educar,educar-me
educar,educarmos
educar,educava
educar,educavam
educar,educavam-nos
educar,educo
educar,educo-o
educar,educou
educar,educou-nos
educar,eduque
educar,eduquei
educar,eduquei-a
educar,eduquei-o
educar,eduquei-te
educar,eduquem
educativo,educativa
educativo,educativas
educativo,educativos
efectivar,efectivada
efectivar,efectivadas
efectivar,efectivado
efectivar,efectivam
efectivar,efectivaram
efectivar,efectivarem
efectivar,efectivar-se
efectivar,efectivou-se
efectivo,efectiva
efectivo,efectivas
efectivo,efectivos
efectivo,efectiva
efectivo,efectivas
efectivo,efectivos
efectuar,efectua
efectuar,efectuada
efectuar,efectuadas
efectuar,efectuado
efectuar,efectuados
efectuar,efectuá-las
efectuar,efectuá-lo
efectuar,efectuá-los
efectuar,efectuam
efectuar,efectuamos
efectuar,efectuámos
efectuar,efectuam-se
efectuar,efectuando
efectuar,efectuando-se
efectuar,efectuara
efectuar,efectuará
efectuar,efectuaram
efectuar,efectuaram-se
efectuar,efectuarão
efectuar,efectuardes
efectuar,efectuarem
efectuar,efectuares
efectuar,efectuaria
efectuar,efectuarmos
efectuar,efectuar-se
efectuar,efectuar-se-á
efectuar,efectua-se
efectuar,efectuasse
efectuar,efectuassem
efectuar,efectuava
efectuar,efectuavam
efectuar,efectuávamos
efectuar,efectuava-se
efectuar,efectue
efectuar,efectuei
efectuar,efectuem
efectuar,efectuemos
efectuar,efectuou
efectuar,efectuou-se
efeito,efeitos
efeito,effeito
efeito,effeitos
efeito,causa-efeito
efeméride,efemérides
efémero,efémera
efémero,efémeras
efémero,efémeros
efeminado,efeminada
efeminado,efeminadas
efervescência,efervescências
efervescente,efervescentes
eficaz,eficazes
eficiência,eficiências
eficiente,eficientes
efígie,efígies
efluente,efluentes
efusão,efusões
efusivo,efusiva
efusivo,efusivas
efusivo,efusivos
egípcio,egípcia
egípcio,egípcias
egípcio,egípcios
egípcio,egípcia
egípcio,egípcias
egípcio,egípcios
egiptólogo,egiptólogos
ego,egos
ego,super-ego
egocêntrico,egocêntrica
egoísmo,egoísmos
egoísta,egoístas
egoísta,egoístas
égua,éguas
égua,èguazita
eira,eiras
eira,eirazita
eirado,eirados
eis,ei-la
eis,ei-las
eis,ei-lo
eis,ei-los
eis,eis-me
eis,eis-nos
eivar,eivada
eivar,eivadas
eivar,eivado
eivar,eivados
eivar,eivaram
eixo,eixos
ejacular,ejacula
ejacular,ejaculara
ejacular,ejaculava
ejectar,ejectadas
ejectar,ejectado
ejectar,ejectados
ejectar,ejectarem
ela,dela
ela,delas
ela,della
ela,elas
ela,ellas
ela,nela
ela,nelas
elaboração,elaborações
elaborado,elaborada
elaborado,elaboradíssimo
elaborar,elabora
elaborar,elaborada
elaborar,elaboradas
elaborar,elaborado
elaborar,elaborados
elaborar,elaboram
elaborar,elaboramos
elaborar,elaborámos
elaborar,elaboram-se
elaborar,elaborando
elaborar,elaborando-se
elaborar,elaborara
elaborar,elaborará
elaborar,elaboraram
elaborar,elaborarão
elaborar,elaborarem
elaborar,elaborares
elaborar,elaboraria
elaborar,elaborarmos
elaborar,elaborar-se
elaborar,elaborar-se-á
elaborar,elabora-se
elaborar,elaborasse
elaborar,elaboraste
elaborar,elaborava
elaborar,elaboravam
elaborar,elabore
elaborar,elaborei
elaborar,elaborem
elaborar,elaboremos
elaborar,elaboro
elaborar,elaborou
elaborar,elaborou-se
elaborar,pré-elaborado
elaborar,pré-elaborados
elasticidade,elasticidades
elástico,elástica
elástico,elásticas
elástico,elásticos
elástico,elásticos
elástico,bota-de-elástico
elástico,botas-de-elástico
ele,eles
ele,dele
ele,dêle
ele,deles
ele,dêles
ele,êle
ele,eles
ele,êles
ele,elles
ele,nele
ele,nêle
ele,neles
electivo,electiva
electivo,electivas
electivo,electivos
electrão,electrões
electricista,electricistas
eléctrico,eléctrica
eléctrico,eléctricas
eléctrico,eléctricos
eléctrico,eléctricos
electrificado,electrificada
electrificado,electrificadas
electrificado,electrificados
electrizado,electrizada
electrizado,electrizadas
electrizado,electrizados
electrocardiograma,electrocardiogramas
electrocutar,electrocutada
electrocutar,electrocutado
electrocutar,electrocutados
eléctrodo,eléctrodos
electrodoméstico,electrodomésticos
electroíman,electroímanes
electrolítico,electrolítica
electrolítico,electrolíticos
electrólito,electrólitos
electromagnético,electromagnética
electromagnético,electromagnéticas
electromagnético,electromagnéticos
electromotriz,electromotrizes
electronegatividade,electronegatividades
electrónica,electrónicas
electrónico,electrónica
electrónico,electrónicas
electrónico,electrónicos
electrónico,polielectrónicos
electroquímico,electroquímica
electroquímico,electroquímicos
electrotécnico,electrotécnica
electrotécnico,electrotécnicos
elefante,elefantes
elegância,elegâncias
elegante,elegantes
elegante,elegantezinha
elegante,elegantíssima
elegante,elegantíssimo
elegante,elegantíssimos
eleger,elege
eleger,elegê-la
eleger,elegem
eleger,elegemos
eleger,elegendo
eleger,elegera
eleger,elegerá
eleger,elegera-a
eleger,elegeram
eleger,elegerem
eleger,elegeremos
eleger,elegerem-se
eleger,elegeria
eleger,eleger-se
eleger,elege-se
eleger,elegesse
eleger,elegessem
eleger,elegeu
eleger,elegeu-se
eleger,elegi
eleger,elegia
eleger,elegiam
eleger,elegiam-me
eleger,elegias
eleger,elegido
eleger,eleita
eleger,eleitas
eleger,eleito
eleger,eleitos
eleger,elejam
elegíaco,elegíaca
elegíaco,elegíacas
elegíaco,elegíacos
elegível,elegíveis
eleição,eleições
eleição,pós-eleições
eleito,eleitas
eleito,eleitos
eleito,pré-eleito
eleito,recém eleito
eleito,recém-eleita
eleito,recém-eleitos
eleito,eleita
eleito,eleitos
eleito,recém-eleita
eleito,recém-eleito
eleito,recém-eleitos
eleitor,eleitora
eleitor,eleitores
eleitorado,eleitorados
eleitoral,eleitorais
eleitoralista,eleitoralistas
eleitoralista,eleitoralistas
elementar,elementares
elementar,elementares
elemento,elementos
elemento,elementozinhos
elemento,elemento chave
elemento,elemento-chave
elemento,elementos-base
elenco,elencos
elevação,elevações
elevado,elevada
elevado,elevadas
elevado,elevadíssima
elevado,elevadíssimas
elevado,elevadíssimo
elevado,elevadíssimos
elevado,elevados
elevador,elevadores
elevar,eleva
elevar,elevada
elevar,elevadas
elevar,elevado
elevar,elevados
elevar,elevá-la
elevar,elevá-las
elevar,elevá-los
elevar,elevam
elevar,elevámos
elevar,elevam-se
elevar,elevando
elevar,elevando-a
elevar,elevando-as
elevar,elevando-o
elevar,elevando-se
elevar,eleva-nos
elevar,eleva-o
elevar,elevara
elevar,elevará
elevar,elevaram
elevar,elevaram-se
elevar,elevarem
elevar,elevarem-se
elevar,elevares
elevar,elevaria
elevar,elevar-me
elevar,elevar-se
elevar,elevar-se-ia
elevar,elevas
elevar,eleva-se
elevar,elevasse
elevar,elevassem
elevar,elevássemos
elevar,elevaste
elevar,elevava
elevar,elevavam
elevar,elevavam-se
elevar,elevava-se
elevar,eleve
elevar,elevei
elevar,elevem
elevar,elevo
elevar,elevo-me
elevar,elevou
elevar,elevou-se
elevatório,elevatória
elevatório,elevatórias
elevatório,elevatórios
eliminação,eliminações
eliminar,elimina
eliminar,eliminada
eliminar,eliminadas
eliminar,eliminado
eliminar,eliminados
eliminar,eliminá-la
eliminar,eliminá-las
eliminar,eliminá-lo
eliminar,eliminá-los
eliminar,eliminam
eliminar,eliminamos
eliminar,eliminámos
eliminar,eliminam-se
eliminar,eliminando
eliminar,eliminando-a
eliminar,eliminando-as
eliminar,eliminando-os
eliminar,eliminando-se
eliminar,eliminara
eliminar,eliminará
eliminar,eliminaram
eliminar,eliminaram-se
eliminar,eliminarão
eliminar,eliminarem
eliminar,eliminaria
eliminar,eliminar-me
eliminar,eliminarmos
eliminar,eliminar-se
eliminar,elimina-se
eliminar,eliminasse
eliminar,eliminassem
eliminar,eliminássemos
eliminar,eliminava
eliminar,eliminava-se
eliminar,elimine
eliminar,eliminei
eliminar,eliminei-as
eliminar,eliminem
eliminar,eliminemos
eliminar,elimines
eliminar,eliminou
eliminar,eliminou-a
eliminar,eliminou-se
eliminatória,eliminatórias
eliminatória,pré-eliminatória
eliminatória,pré-eliminatórias
elipse,elipses
elíptico,elíptica
elíptico,elípticas
elíptico,elípticos
elite,elites
elitista,elitistas
elixir,elixires
elmo,elmos
elo,elos
elogiar,elogia
elogiar,elogiada
elogiar,elogiadas
elogiar,elogiado
elogiar,elogiados
elogiar,elogiá-lo
elogiar,elogiam
elogiar,elogiando
elogiar,elogiando-lhe
elogiar,elogiaram
elogiar,elogiar-lhe
elogiar,elogiava
elogiar,elogiavam
elogiar,elogiáveis
elogiar,elogie
elogiar,elogiem
elogiar,elogiou
elogiar,elogiou-a
elogiar,elogiou-lhe
elogiar,elogiou-o
elogiar,elogiou-os
elogio,elogios
elogioso,elogiosa
elogioso,elogiosas
elogioso,elogiosos
eloquência,eloquências
eloquente,eloquentes
eloquente,eloquentíssima
el-rei,el rei
elucidação,elucidações
elucidar,elucida
elucidar,elucidada
elucidar,elucidado
elucidar,elucidam
elucidar,elucida-me
elucidar,elucidando
elucidar,elucida-nos
elucidar,elucidaria
elucidar,elucidasse
elucidar,elucidava
elucidar,elucidava-me
elucidar,elucido-a
elucidar,elucidou
elucidar,elucidou-me
elucidativo,elucidativa
elucidativo,elucidativas
elucidativo,elucidativos
em,na
em,nalgum
em,nalguma
em,nalgumas
em,nalguns
em,naquela
em,naquelas
em,naquele
em,naqueles
em,naquilo
em,nas
em,nela
em,nelas
em,nele
em,nêle
em,neles
em,nessa
em,nessas
em,nesse
em,nesses
em,nesta
em,nestas
em,neste
em,nêste
em,nestes
em,nisso
em,nisto
em,no
em,nos
em,noutra
em,noutras
em,noutro
em,noutros
em,num
em,numa
em,numas
em,nuns
em,algodão-em-rama
em,comandante em chefe
em,comandante-em-chefe
em,sempre-em-pé
emagrecer,emagrece
emagrecer,emagrecendo
emagrecer,emagrecera
emagrecer,emagreceram
emagrecer,emagreceras
emagrecer,emagreceria
emagrecer,emagrecesse
emagrecer,emagreceste
emagrecer,emagreceu
emagrecer,emagreceu-se
emagrecer,emagrecia
emagrecer,emagreciam
emagrecer,emagrecida
emagrecer,emagrecidas
emagrecer,emagrecido
emagrecer,emagrecidos
emagrecer,emagreço
email,e-mail
emalhar,emalha
emalhar,emalhado
emalhar,emalho
emanação,emanações
emanar,emana
emanar,emanada
emanar,emanadas
emanar,emanado
emanar,emanados
emanar,emanam
emanar,emanarem
emanar,emanava
emanar,emanavam
emancipação,emancipações
emancipar,emancipa
emancipar,emancipada
emancipar,emancipadas
emancipar,emancipado
emancipar,emancipados
emancipar,emancipá-los
emancipar,emancipando
emancipar,emancipando-se
emancipar,emanciparam
emancipar,emancipara-se
emancipar,emanciparem
emancipar,emancipar-se
emancipar,emancipa-se
emancipar,emancipasse
emancipar,emancipava
emancipar,emancipou
emancipar,emancipou-se
emaranhado,emaranhada
emaranhado,emaranhadas
emaranhado,emaranhados
emaranhar,emaranha
emaranhar,emaranhado
emaranhar,emaranham
emaranhar,emaranharem
emaranhar,emaranhasse
emaranhar,emaranhou
emaranhar,emaranhou-se
emaranhar,emaranhou-se-lhe
embaçado,embaçados
embaciar,embacia
embaciar,embaciada
embaciar,embaciadas
embaciar,embaciado
embaciar,embaciados
embaciar,embacia-me
embaciar,embaciando
embaciar,embaciarem-se
embaciar,embaciaria
embaciar,embaciar-se
embaciar,embacia-se
embaciar,embaciava
embaciar,embaciava-lhe
embaciar,embaciavam
embaciar,embaciavam-se
embaciar,embaciava-se
embaciar,embaciava-se-lhe
embaciar,embaciou
embaciar,embaciou-lhe
embaixada,embaixadas
embaixador,embaixadora
embaixador,embaixadoras
embaixador,embaixadores
embaixador,embaixatriz
embaixador,embaixatrizes
embalado,embalados
embalado,pré-embalado
embalador,embaladores
embalagem,embalagens
embalar,embala
embalar,embalada
embalar,embaladas
embalar,embalado
embalar,embalados
embalar,embalá-la
embalar,embalá-las
embalar,embalá-lo
embalar,embalam
embalar,embalam-nos
embalar,embalamos
embalar,embalámos
embalar,embalando
embalar,embalara
embalar,embalaram
embalar,embalar-nos
embalar,embalar-se
embalar,embala-se
embalar,embalaste
embalar,embalava
embalar,embalavam
embalar,embalava-o
embalar,embalava-os
embalar,embalava-se
embalar,embalei
embalar,embalo
embalar,embalo-a
embalar,embalo-me
embalar,embalo-te
embalar,embalou
embalar,embalou-o
embalsamar,embalsamada
embalsamar,embalsamadas
embalsamar,embalsamado
embalsamar,embalsamados
embalsamar,embalsamando
embalsamar,embalsamaram
embandeirar,embandeira
embandeirar,embandeirada
embandeirar,embandeirado
embandeirar,embandeirá-lo
embandeirar,embandeiram
embandeirar,embandeiramos
embandeirar,embandeirando
embandeirar,embandeiravam
embandeirar,embandeire
embaraçado,embaraçada
embaraçado,embaraçadíssima
embaraçado,embaraçadíssimo
embaraçado,embaraçados
embaraçar,embaraça
embaraçar,embaraçada
embaraçar,embaraçá-lo
embaraçar,embaraçam
embaraçar,embaraçam-se
embaraçar,embaraçando
embaraçar,embaraçará
embaraçar,embaraças
embaraçar,embaraça-se
embaraçar,embaraçasse
embaraçar,embaraçava
embaraçar,embaraçavam
embaraçar,embaraçava-o
embaraçar,embaraçava-se
embaraçar,embaracem
embaraçar,embaraçou
embaraçar,embaraçou-me
embaraçar,embaraçou-o
embaraço,embaraços
embaraçoso,embaraçosa
embaraçoso,embaraçosas
embaraçoso,embaraçosos
embarcação,embarcações
embarcadiço,embarcadiços
embarcar,embarca
embarcar,embarcada
embarcar,embarcadas
embarcar,embarcado
embarcar,embarcados
embarcar,embarcam
embarcar,embarcamos
embarcar,embarcámos
embarcar,embarcando
embarcar,embarcara
embarcar,embarcaram
embarcar,embarcarei
embarcar,embarcarem
embarcar,embarcaremos
embarcar,embarcares
embarcar,embarcaria
embarcar,embarcarmos
embarcar,embarcar-nos
embarcar,embarcas
embarcar,embarcasse
embarcar,embarcava
embarcar,embarcavam
embarcar,embarcávamo-los
embarcar,embarco
embarcar,embarcou
embarcar,embarque
embarcar,embarquei
embarcar,embarque-se
embargar,embarga
embargar,embargada
embargar,embargadas
embargar,embargado
embargar,embargados
embargar,embargando
embargar,embargaram
embargar,embargar-lhe
embargar,embargava-se-lhe
embargar,embargo
embargar,embargou
embargar,embargou-lhe
embargar,embargou-se-lhe
embargo,embargos
embarque,embarques
embarrilar,embarrilada
embarrilar,embarrilando
embarrilar,embarrilasse
embarrilar,embarrilassem
embasbacado,embasbacadas
embasbacado,embasbacados
embasbacar,embasbacada
embasbacar,embasbacadas
embasbacar,embasbacado
embasbacar,embasbacados
embasbacar,embasbacam
embasbacar,embasbacaram
embate,embates
embater,embate
embater,embatem
embater,embatem-lhe
embater,embatem-me
embater,embatendo
embater,embateram
embater,embateria
embater,embatesse
embater,embateu
embater,embatia
embater,embatiam
embater,embatido
embebedar,embebeda
embebedar,embebedada
embebedar,embebedados
embebedar,embebedá-la
embebedar,embebedam-se
embebedar,embebedando-os
embebedar,embebedando-se
embebedar,embebedara
embebedar,embebedaram-se
embebedar,embebedarem
embebedar,embebedar-me
embebedar,embebedar-nos
embebedar,embebedar-se
embebedar,embebedaste-te
embebedar,embebedava
embebedar,embebedavam
embebedar,embebedava-os
embebedar,embebedava-se
embebedar,embebedavas-te
embebedar,embebedei-me
embebedar,embebedo
embebedar,embebedou
embebedar,embebedou-se
embeber,embeba
embeber,embeba-o
embeber,embebe
embeber,embebemos
embeber,embebem-se
embeber,embebendo
embeber,embebendo-se
embeber,embebeu-lhe
embeber,embebeu-se
embeber,embebia
embeber,embebiam-se
embeber,embebiam-se-nos
embeber,embebida
embeber,embebidas
embeber,embebido
embeber,embebidos
embeber,embebi-me
embebido,embebidas
embeiçar,embeiçada
embeiçar,embeiçado
embeiçar,embeiçados
embeiçar,embeiçar-se
embeiçar,embeiçou-se
embelezamento,embelezamentos
embelezar,embeleza
embelezar,embelezada
embelezar,embelezadas
embelezar,embelezado
embelezar,embelezados
embelezar,embelezam
embelezar,embelezam-nos
embelezar,embelezando
embelezar,embelezando-as
embelezar,embeleza-se
embelezar,embelezavam
embelezar,embeleze
embelezar,embelezem
embelezar,embelezou
embelezar,embelezou-o
embevecido,embevecida
embevecido,embevecidas
embevecido,embevecidos
embevecimento,embevecimentos
embezerrar,embezerrada
embezerrar,embezerrado
embezerrar,embezerrava
embezerrar,embezerrou
embicar,embica
embicar,embicado
embicar,embicava
embicar,embiquei
embiocado,embiocada
embiocado,embiocadas
embiocado,embiocados
embirrar,embirra
embirrar,embirrado
embirrar,embirram
embirrar,embirrasse
embirrar,embirrava
embirrar,embirravam
embirrar,embirrei
embirrar,embirro
embirrar,embirrou
emblema,emblemas
emblemático,emblemática
emblemático,emblemáticas
emblemático,emblemáticos
êmbolo,êmbolos
embolsar,embolsa
embolsar,embolsada
embolsar,embolsado
embolsar,embolsará
embolsar,embolsaria
embolsar,embolse
embolsar,embolsou
emborcar,emborca
emborcar,emborcados
emborcar,emborcá-lo
emborcar,emborcam
emborcar,emborcando
emborcar,emborcando-se
emborcar,emborcara
emborcar,emborcarem
emborcar,emborcarmos
emborcar,emborca-se
emborcar,emborcava
emborcar,emborco
emborcar,emborcou
emborcar,emborcou-o
emboscada,emboscadas
emboscar,emboscadas
emboscar,emboscado
emboscar,emboscados
emboscar,emboscámo-nos
emboscar,emboscaram-se
emboscar,emboscavam
emboscar,emboscou-se
embotar,embota
embotar,embotadas
embotar,embotado
embotar,embotados
embotar,embotam
embotar,embotando
embotar,embotando-o
embotar,embotara
embotar,embotavam
embotar,embotou
embranquecer,embranquece
embranquecer,embranquecem
embranquecer,embranquecendo
embranquecer,embranquecera
embranquecer,embranqueceram
embranquecer,embranquecia
embranquecer,embranqueciam-lhe
embranquecer,embranquecido
embrenhar,embrenha
embrenhar,embrenhado
embrenhar,embrenham
embrenhar,embrenhamo-nos
embrenhar,embrenhando
embrenhar,embrenhando-lhe
embrenhar,embrenhando-se
embrenhar,embrenhara
embrenhar,embrenharam-me
embrenhar,embrenharam-se
embrenhar,embrenhar-me
embrenhar,embrenhar-me-ia
embrenhar,embrenharmos
embrenhar,embrenhar-se
embrenhar,embrenha-se
embrenhar,embrenhava
embrenhar,embrenhavam
embrenhar,embrenhavam-se
embrenhar,embrenhava-se
embrenhar,embrenhe
embrenhar,embrenhei-me
embrenhar,embrenhou
embrenhar,embrenhou-se
embriagar,embriaga
embriagar,embriagada
embriagar,embriagadas
embriagar,embriagado
embriagar,embriagados
embriagar,embriagam
embriagar,embriagando-se
embriagar,embriagara
embriagar,embriagar-se
embriagar,embriaga-se
embriagar,embriagavam-se
embriagar,embriagava-se
embriagar,embriago-me
embriagar,embriagou
embriagar,embriagou-se
embriagar,embriague
embriagar,embriaguem
embriagar,embriaguemo-nos
embriaguez,embriaguês
embrião,embriões
embrionado,embrionados
embrionário,embrionária
embrionário,embrionárias
embrionário,embrionários
embrulhada,embrulhadas
embrulhar,embrulha
embrulhar,embrulhada
embrulhar,embrulhado
embrulhar,embrulhados
embrulhar,embrulhá-las
embrulhar,embrulhá-lo
embrulhar,embrulhá-los
embrulhar,embrulham
embrulhar,embrulham-se
embrulhar,embrulhando
embrulhar,embrulhando-o
embrulhar,embrulhando-se
embrulhar,embrulhara
embrulhar,embrulharam
embrulhar,embrulharam-na
embrulhar,embrulhar-me
embrulhar,embrulhar-se
embrulhar,embrulhar-se-ão
embrulhar,embrulhar-se-lhe
embrulhar,embrulha-se
embrulhar,embrulhasse
embrulhar,embrulhava
embrulhar,embrulhavam
embrulhar,embrulhávamo-nos
embrulhar,embrulhavam-se
embrulhar,embrulhava-o
embrulhar,embrulhava-os
embrulhar,embrulhe
embrulhar,embrulhei-me
embrulhar,embrulhe-o
embrulhar,embrulho
embrulhar,embrulho-a
embrulhar,embrulho-me
embrulhar,embrulhou
embrulhar,embrulhou-me
embrulhar,embrulhou-se
embrulho,embrulhinho
embrulho,embrulhinhos
embrulho,embrulhos
embrulho,embrulhozinho
embrutecer,embrutece
embrutecer,embruteci
embrutecer,embruteciam-me
embrutecer,embrutecia-o
embrutecer,embrutecida
embrutecer,embrutecidas
embrutecer,embrutecido
embrutecer,embrutecidos
embuçado,embuçada
embuçado,embuçadas
embuçado,embuçados
embuçado,embuçada
embuçado,embuçados
embuçar,embuçado
embuçar,embuçados
embuçar,embuçando-me
embuchado,embuchada
embuste,embustes
embutir,embutida
embutir,embutidas
embutir,embutido
embutir,embutidos
emenda,emendas
emenda,emendazinha
emendar,emenda
emendar,emendadas
emendar,emendado
emendar,emendados
emendar,emendá-lo
emendar,emendam
emendar,emendando
emendar,emendarei
emendar,emendar-me
emendar,emendar-se
emendar,emendas
emendar,emendasse
emendar,emendava
emendar,emendavam
emendar,emendei
emendar,emendo-a
emendar,emendou
ementa,ementas
emergência,emergências
emergente,emergentes
emergir,emerge
emergir,emerge-lhe
emergir,emergem
emergir,emergia
emergir,emergiam
emergir,emergia-os
emergir,emergida
emergir,emergido
emergir,emergindo
emergir,emergindo-lhe
emergir,emergira
emergir,emergiram
emergir,emergirem
emergir,emergiria
emergir,emergisse
emergir,emergiu
emergir,emersas
emergir,emerso
emérito,eméritos
emerso,emersa
emerso,emersas
emerso,emersos
emigração,emigrações
emigrado,emigrados
emigrante,emigrantes
emigrante,emigrantes
emigrar,emigra
emigrar,emigrada
emigrar,emigradas
emigrar,emigrado
emigrar,emigram
emigrar,emigramos
emigrar,emigrando
emigrar,emigrara
emigrar,emigraram
emigrar,emigrarem
emigrar,emigrava
emigrar,emigravam
emigrar,emigrava-se
emigrar,emigre
emigrar,emigrei
emigrar,emigrem
emigrar,emigrou
emigrar,emigrou-se
emigratório,emigratória
emigratório,emigratórias
emigratório,emigratórios
eminência,eminências
eminente,eminentes
emir,emires
emissão,emissões
emissário,emissária
emissário,emissários
emissor,emissora
emissor,emissoras
emissor,emissores
emissor,emissora
emissor,emissoras
emissor,emissores
emitente,emitentes
emitente,emitentes
emitir,emita
emitir,emitam
emitir,emite
emitir,emitem
emitir,emite-o
emitir,emiti
emitir,emitia
emitir,emitiam
emitir,emitida
emitir,emitidas
emitir,emitido
emitir,emitidos
emitir,emiti-la
emitir,emitimos
emitir,emitindo
emitir,emitira
emitir,emitirá
emitir,emitiram
emitir,emitirem
emitir,emitir-lhes
emitir,emitir-se
emitir,emitissem
emitir,emitiu
emoção,emoções
emocionado,emocionada
emocionado,emocionadíssimo
emocionado,emocionados
emocional,emocionais
emocionante,emocionantes
emocionar,emociona
emocionar,emocionada
emocionar,emocionadas
emocionar,emocionado
emocionar,emocionados
emocionar,emocionam
emocionar,emociona-me
emocionar,emocionando
emocionar,emocionara
emocionar,emocionaram
emocionar,emocionarmos
emocionar,emocionar-se
emocionar,emociona-se
emocionar,emocionava
emocionar,emocionava-me
emocionar,emocione
emocionar,emocionem
emocionar,emocionou
emocionar,emocionou-me
emoldurar,emoldura
emoldurar,emoldurada
emoldurar,emolduradas
emoldurar,emoldurado
emoldurar,emoldurados
emoldurar,emolduram
emoldurar,emoldurando
emoldurar,emolduraram
emoldurar,emoldurava
emoldurar,emolduravam
emoldurar,emoldurou-lhe
emoldurar,emoldurou-se
emoliente,emolientes
emolumento,emolumentos
emotivo,emotiva
emotivo,emotivas
emotivo,emotivos
empacotar,empacotadas
empacotar,empacotado
empacotar,empacotados
empacotar,empacotavam
empacotar,empacotavam-se
empada,empadas
empada,empadinhas
empalhar,empalhada
empalhar,empalhadas
empalhar,empalhado
empalhar,empalhados
empalidecer,empalidece
empalidecer,empalidecendo
empalidecer,empalidecera
empalidecer,empalideceram
empalidecer,empalidecerem
empalidecer,empalideces
empalidecer,empalideceu
empalidecer,empalideceu-lhe
empalidecer,empalidecia
empalidecer,empalidecia-a
empalidecer,empalideciam
empalidecer,empalidecido
empanar,empana
empanar,empanadas
empanar,empanados
empanar,empanasse
empancar,empanca
empancar,empancados
empancar,empanque
empanturrar,empanturrada
empanturrar,empanturradas
empanturrar,empanturrados
empanturrar,empanturrando-se
empanturrar,empanturra-os
empanturrar,empanturraram-se
empanturrar,empanturrava-se
empanturrar,empanturro-me
empapar,empapa
empapar,empapada
empapar,empapadas
empapar,empapado
empapar,empapados
empapar,empapam
empapar,empapando
empapar,empapando-lhe
empapar,empapar-lhe
empapar,empapar-se
empapar,empapava
empapar,empapavam
empapar,empapou
emparedar,emparedada
emparedar,emparedadas
emparedar,emparedado
emparedar,emparedados
emparedar,emparedava-se
emparelhar,emparelhadas
emparelhar,emparelhado
emparelhar,emparelhados
emparelhar,emparelhá-los
emparelhar,emparelham
emparelhar,emparelhava
